network,seed,rate_noise,epoch,gain_latent_db,gain_signal_db,participation_ratio,modes0,modes1
deep,1,1.0,1500,3.4486438768402756,0.5012214850935877,1.959833943087819,3,3
deep,1,1.0,1600,2.5003730780091367,0.5006291048968148,1.9599429898206235,3,3
deep,1,1.0,1700,3.2547407800138064,0.6494134276752561,1.9605075890001857,3,3
deep,1,1.0,1800,3.324571807893438,0.6455652936935792,1.9533636524489146,3,3
deep,1,1.0,1900,3.172226678072743,0.6430984113635372,1.9592395385705326,3,3
deep,1,1.0,2000,2.399768350013886,0.4965154990971552,1.9600855990171078,3,3
deep,2,0.1,0,0.4461646951813947,-0.4076657602135114,1.9987414674744295,4,4
deep,2,0.1,100,5.339334249485967,4.2262811754405,1.4811613154025178,5,3
deep,2,0.1,200,5.233350452479765,4.187682617303423,1.5464269707590832,3,3
deep,2,0.1,300,4.159438501453739,3.5769745889132096,1.7297408645461896,2,3
deep,2,0.1,400,3.3359543995650007,3.233256297611817,1.8487751002886101,3,3
deep,2,0.1,500,2.9061505446361764,2.9491942586115467,1.8987315307441897,4,3
deep,2,0.1,600,2.6116549360965315,2.795097580354783,1.9142200631251571,3,2
deep,2,0.1,700,2.35394977120856,2.697602629264635,1.9176463433473998,3,2
deep,2,0.1,800,2.192670414970017,2.649906645057934,1.9228226561026374,4,2
deep,2,0.1,900,2.001405021977538,2.5576319161772503,1.9284416277323462,3,2
deep,2,0.1,1000,1.8910592371700226,2.2948305766846886,1.9227779020824396,3,2
deep,2,0.1,1100,1.7773841593334154,2.452428828129875,1.9252678746058745,4,2
deep,2,0.1,1200,1.6949724883481618,2.438965995629461,1.925538782947016,4,2
deep,2,0.1,1300,1.5576393884032456,2.4514070965485395,1.9335189059198756,2,2
deep,2,0.1,1400,1.517404297048632,2.3554754614700695,1.9365824549055273,2,2
deep,2,0.1,1500,1.4854442518612352,2.352884706848446,1.9421320538866194,2,2
deep,2,0.1,1600,1.4152479565955876,2.2415695266523326,1.9401424556260376,2,2
deep,2,0.1,1700,1.380968153067494,2.3032355149141672,1.9439152398257151,2,2
deep,2,0.1,1800,1.3671079183500243,2.306201943012253,1.9487832065817672,2,2
deep,2,0.1,1900,1.3061955503112799,2.256793956787373,1.9466676662181173,2,2
deep,2,0.1,2000,1.3072154605089814,2.241157146639937,1.9507665958536433,2,2
deep,2,0.2,0,0.4461646951813947,-0.4076657602135114,1.9987414674744295,4,4
deep,2,0.2,100,4.192584282170989,2.30055758715819,1.8261053584888516,4,3
deep,2,0.2,200,2.7881674641209244,2.0193879719512946,1.7921137685122879,5,3
deep,2,0.2,300,2.01884329646491,2.3365053248700853,1.873469742098029,3,2
deep,2,0.2,400,1.8311691611583392,2.423460876395655,1.8877876516974603,3,2
deep,2,0.2,500,1.6224669741974456,2.431128470654482,1.907735043575212,5,2
deep,2,0.2,600,1.539930822357828,2.392157024050803,1.9008761906316252,5,2
deep,2,0.2,700,1.4090181019780115,2.100124344953537,1.904110607137948,5,2
deep,2,0.2,800,1.359398568419726,1.9952768227199407,1.9030859508449756,4,2
deep,2,0.2,900,1.3813291438440398,2.073418206583872,1.8946650983051323,3,2
deep,2,0.2,1000,1.3136991649796297,1.967677501956679,1.891791092387449,5,2
deep,2,0.2,1100,1.2929520849599037,1.9462184094382629,1.8819708851675916,3,2
deep,2,0.2,1200,1.258611779988323,1.904449383790185,1.8843912399310898,4,2
deep,2,0.2,1300,1.2596067468107215,1.8794363251494701,1.8807920479748792,3,2
deep,2,0.2,1400,1.2304136416366234,1.7799407449227669,1.8856967416090369,4,2
deep,2,0.2,1500,1.2816649237673285,1.7900426305611372,1.8782396418749414,3,2
deep,2,0.2,1600,1.2007283582525492,1.758023525956233,1.8772215070248306,3,2
deep,2,0.2,1700,1.2373442364456704,1.9059802852177778,1.8735950033215607,4,2
deep,2,0.2,1800,1.24040083781507,1.8605744093931254,1.8689394499819183,3,2
deep,2,0.2,1900,1.2025292490322848,1.8131539119617983,1.8801629281769725,4,2
deep,2,0.2,2000,1.204687170973985,1.7467759071559037,1.8687859861768223,5,2
deep,2,0.5,0,0.4461646951813947,-0.4076657602135114,1.9987414674744295,4,4
deep,2,0.5,100,3.5200288540570384,1.3260894085837016,1.8550938309637695,4,3
deep,2,0.5,200,2.213193037383556,1.0026952825463233,1.9343343131161115,4,3
deep,2,0.5,300,1.7740134701247783,0.553914086382651,1.970637804555401,4,4
deep,2,0.5,400,1.5514971732995448,0.4904105114566981,1.9857491844156248,4,3
deep,2,0.5,500,1.1928269869801316,0.08904720991625226,1.9864863440606164,4,3
deep,2,0.5,600,0.9615891335620965,-0.0625254356689382,1.9971843622023973,4,5
deep,2,0.5,700,1.1714394852672196,0.06480493035357782,1.9985275307749644,4,4
deep,2,0.5,800,0.9270251378606016,0.0348082743577649,1.9993717308860002,4,4
deep,2,0.5,900,0.8523822704872348,-0.0017166846282989923,1.998242725322189,4,4
deep,2,0.5,1000,3.7392464588247982,1.4173848116062544,1.7970687502514098,4,3
deep,2,0.5,1100,1.46947801691055,0.06302868717468968,1.9905295457150793,4,3
deep,2,0.5,1200,0.9530703262715257,0.010081658671825977,1.9993060208155298,4,4
deep,2,0.5,1300,0.6932728681951517,-0.05426813495045835,1.9985149519374177,4,3
deep,2,0.5,1400,0.5928969705254872,-0.0330711546019522,1.99652196781541,4,4
deep,2,0.5,1500,0.5550838578645543,0.002918531887505793,1.993600755632057,4,4
deep,2,0.5,1600,0.5641768043800344,0.035820907096990595,1.9882062751402645,4,4
deep,2,0.5,1700,0.5577361743759752,-0.0010776707275397257,1.980466306295661,4,3
deep,2,0.5,1800,0.566439603029222,0.07201456911797166,1.977979363071661,4,3
deep,2,0.5,1900,0.5287957415661886,0.06611404027842838,1.9770249396965003,4,3
deep,2,0.5,2000,0.5161766497331435,0.030895944857284974,1.9800481589818184,4,3
deep,2,1.0,0,0.4461646951813947,-0.4076657602135114,1.9987414674744295,4,4
deep,2,1.0,100,4.641692390290496,2.0490902371611224,1.7836025948421301,4,2
deep,2,1.0,200,4.688923614789159,2.6982157247463974,1.6923697553508597,4,2
deep,2,1.0,300,4.678905534189273,2.7654467142865418,1.6427462711778722,3,2
deep,2,1.0,400,4.6093668728518296,3.0071319491810673,1.6263273336003266,3,2
deep,2,1.0,500,4.5807626178104215,3.002524725510808,1.611169569332797,3,2
deep,2,1.0,600,4.603348764913694,2.8816973134300667,1.6015664146755226,3,2
deep,2,1.0,700,4.608670853401133,2.9144169840405745,1.607019079431507,3,2
deep,2,1.0,800,4.580073284834858,2.9456595733300013,1.6012776104744137,4,2
deep,2,1.0,900,4.594009219653891,2.9650575238894987,1.5939567205806457,3,2
deep,2,1.0,1000,4.589113493877235,2.946363636902939,1.605621911714851,3,2
deep,2,1.0,1100,4.552469064554932,2.874884946758062,1.5828706554358802,3,2
deep,2,1.0,1200,4.582800173122271,2.968407446018187,1.596213196342174,3,2
deep,2,1.0,1300,4.5640913014213105,3.012862376616381,1.593169729005336,3,2
deep,2,1.0,1400,4.55637311319934,2.9585921221514706,1.6045432892075457,3,2
deep,2,1.0,1500,4.563876932355761,2.927934397912747,1.588563808932134,3,2
deep,2,1.0,1600,4.556402946038244,2.9736987472964422,1.6096620381022104,3,2
deep,2,1.0,1700,4.553879190808269,2.8428367152329166,1.5811847068404754,3,2
deep,2,1.0,1800,4.561180250603977,2.7705029126549245,1.5956061917021929,3,2
deep,2,1.0,1900,4.546879890390862,2.8476911258006243,1.591163813149864,3,2
deep,2,1.0,2000,4.503468453630486,2.9507750974359954,1.590704858829675,3,2
